"period","supervisor_district","battalion","incident_count","total_alarms","total_suppression_units","total_suppression_personnel","total_ems_units","total_ems_personnel","total_other_units","total_other_personnel","total_fire_fatalities","total_fire_injuries","total_civilian_fatalities","total_civilian_injuries","total_number_of_alarms"
"2022-05-01","4",B08,106,106,224,834,34,61,10,18,0,0,0,0,106
"2022-05-01","5",B01,19,19,51,197,5,8,1,2,0,0,0,0,19
"2022-05-01","5",B02,187,187,442,1696,48,84,11,20,0,0,0,1,187
"2022-05-01","5",B03,70,70,180,674,9,15,1,2,0,0,0,0,70
"2022-05-01","5",B04,86,92,279,1006,31,51,17,26,0,0,0,7,92
"2022-05-01","5",B05,109,109,261,956,15,28,4,8,0,0,0,0,109
"2022-05-01","6",B01,9,9,19,69,1,2,0,0,0,0,0,0,9
"2022-05-01","6",B02,116,116,266,1007,24,41,8,13,0,0,0,0,116
"2022-05-01","6",B03,289,289,754,2724,106,188,20,36,0,0,0,0,289
"2022-05-01","7",B05,9,9,22,79,7,13,1,2,0,0,0,0,9
"2022-05-01","7",B07,3,3,4,16,2,2,0,0,0,0,0,0,3
"2022-05-01","7",B08,118,118,255,936,34,66,6,14,0,0,0,0,118
"2022-05-01","7",B09,29,29,59,231,5,9,1,2,0,0,0,0,29
"2022-05-01","8",B02,39,39,73,281,10,18,0,0,0,0,0,0,39
"2022-05-01","8",B05,60,60,173,624,13,22,6,12,0,0,0,0,60
"2022-05-01","8",B06,113,114,240,877,29,49,4,7,0,0,0,0,114
"2022-05-01","8",B08,2,2,6,20,0,0,0,0,0,0,0,0,2
"2022-05-01","8",B09,10,10,13,52,3,5,0,0,0,0,0,0,10
"2022-05-01","9",B02,108,110,255,957,19,37,10,17,0,0,0,0,110
"2022-05-01","9",B06,132,134,258,965,47,84,9,17,0,0,0,0,134
"2022-05-01","9",B09,6,6,10,41,3,5,0,0,0,0,0,0,6
"2022-05-01","9",B10,56,56,105,392,21,37,2,4,0,0,0,0,56
"2022-06-01","1",B05,9,9,19,69,0,0,0,0,0,0,0,0,9
"2022-06-01","1",B07,123,123,329,1190,34,60,16,32,0,0,0,0,123
"2022-06-01","10",B02,6,6,8,30,2,4,0,0,0,0,0,0,6
"2022-06-01","10",B03,14,14,32,120,3,6,1,2,0,0,0,0,14
"2022-06-01","10",B09,20,20,51,187,5,8,0,0,0,0,0,0,20
"2022-06-01","10",B10,245,245,533,1944,53,97,13,25,0,0,0,0,245
"2022-06-01","11",B06,3,3,7,28,4,7,0,0,0,0,0,0,3
"2022-06-01","11",B09,93,93,204,781,49,89,9,16,0,0,0,0,93
"2022-06-01","2",B01,8,8,17,63,1,2,0,0,0,0,0,0,8
"2022-06-01","2",B02,14,14,35,130,3,6,2,4,0,0,0,0,14
"2022-06-01","2",B04,159,159,447,1601,32,61,12,24,0,0,0,0,159
"2022-06-01","2",B05,24,24,50,182,6,11,0,0,0,0,0,0,24
"2022-06-01","2",B07,21,21,49,170,3,6,0,0,0,0,0,0,21
"2022-06-01","3",B01,310,311,807,3025,48,89,16,26,0,0,0,0,311
"2022-06-01","3",B03,13,13,26,97,3,4,0,0,0,0,0,0,13
"2022-06-01","3",B04,69,69,204,746,17,32,10,18,0,0,0,0,69
"2022-06-01","4",B08,108,108,231,845,21,39,4,8,0,0,0,0,108
"2022-06-01","5",B01,12,12,31,115,0,0,0,0,0,0,0,0,12
"2022-06-01","5",B02,147,148,339,1285,33,60,5,8,0,0,0,0,148
"2022-06-01","5",B03,80,81,236,897,22,40,8,13,0,0,0,0,81
"2022-06-01","5",B04,63,63,168,625,10,19,6,12,0,0,0,0,63
"2022-06-01","5",B05,103,103,219,804,19,36,2,4,0,0,0,0,103
"2022-06-01","6",B01,9,9,20,69,0,0,0,0,0,0,0,0,9
"2022-06-01","6",B02,143,145,374,1401,49,84,12,21,0,0,0,0,145
"2022-06-01","6",B03,315,316,812,2904,86,151,17,27,0,0,0,0,316
"2022-06-01","7",B05,10,10,26,89,0,0,0,0,0,0,0,0,10
"2022-06-01","7",B07,4,4,11,39,0,0,0,0,0,0,0,0,4
"2022-06-01","7",B08,111,111,248,923,36,65,5,8,0,0,0,0,111
"2022-06-01","7",B09,50,50,113,433,10,18,1,2,0,0,0,0,50
"2022-06-01","8",B02,25,25,59,222,12,21,2,4,0,0,0,0,25
"2022-06-01","8",B05,88,88,175,643,6,12,1,2,0,0,0,0,88
"2022-06-01","8",B06,73,73,200,726,23,41,9,18,0,0,0,0,73
"2022-06-01","8",B08,2,2,6,20,0,0,0,0,0,0,0,0,2
"2022-06-01","8",B09,6,6,19,73,5,8,1,2,0,0,0,0,6
"2022-06-01","9",B02,116,118,258,979,24,43,9,12,0,0,0,0,118
"2022-06-01","9",B06,118,118,287,1033,40,72,15,26,0,0,0,1,118
"2022-06-01","9",B09,13,13,19,74,6,12,0,0,0,0,0,0,13
"2022-06-01","9",B10,41,41,84,313,24,43,1,2,0,0,0,0,41
"2022-07-01","1",B05,8,8,22,78,1,2,1,2,0,0,0,0,8
"2022-07-01","1",B07,138,139,350,1261,38,70,10,18,0,1,0,1,139
"2022-07-01","10",B02,5,5,13,50,3,6,1,2,0,0,0,0,5
"2022-07-01","10",B03,15,15,45,160,10,18,2,4,0,0,0,0,15
"2022-07-01","10",B09,18,18,32,118,1,2,0,0,0,0,0,0,18
"2022-07-01","10",B10,259,265,636,2298,65,116,28,49,0,0,0,0,265
"2022-07-01","11",B06,2,2,2,9,1,2,0,0,0,0,0,0,2
"2022-07-01","11",B09,93,93,184,720,34,59,3,6,0,0,0,0,93
"2022-07-01","2",B01,6,6,22,77,0,0,0,0,0,0,0,0,6
"2022-07-01","2",B02,24,24,58,209,3,6,1,2,0,0,0,0,24
"2022-07-01","2",B04,202,202,522,1841,38,72,5,9,0,0,0,0,202
"2022-07-01","2",B05,37,37,95,342,10,20,4,8,0,0,0,0,37
"2022-07-01","2",B07,18,18,48,164,1,2,1,2,0,0,0,0,18
"2022-07-01","3",B01,277,277,720,2686,51,96,16,30,0,0,0,0,277
"2022-07-01","3",B03,15,15,43,161,7,11,0,0,0,0,0,0,15
"2022-07-01","3",B04,87,87,221,813,20,37,8,15,0,0,0,0,87
"2022-07-01","4",B07,4,4,4,16,0,0,0,0,0,0,0,0,4
"2022-07-01","4",B08,97,97,221,809,24,44,6,12,0,0,0,0,97
"2022-07-01","5",B01,8,8,24,92,3,5,1,2,0,0,0,0,8
"2022-07-01","5",B02,203,203,464,1751,24,42,7,11,0,0,0,0,203
"2022-07-01","5",B03,72,72,204,770,6,12,5,10,0,0,0,0,72
"2022-07-01","5",B04,69,70,197,738,24,45,12,21,0,0,0,0,70
"2022-07-01","5",B05,109,109,242,894,19,35,4,8,0,0,0,0,109
"2022-07-01","6",B01,16,16,36,129,6,10,0,0,0,0,0,0,16
"2022-07-01","6",B02,157,157,322,1220,22,42,1,2,0,0,0,0,157
"2022-07-01","6",B03,287,288,731,2635,68,123,19,33,0,0,0,0,288
"2022-07-01","7",B05,16,16,50,176,2,4,0,0,0,0,0,0,16
"2022-07-01","7",B07,2,2,8,28,1,1,0,0,0,0,0,0,2
"2022-07-01","7",B08,107,107,253,929,24,43,5,11,0,0,0,0,107
"2022-07-01","7",B09,46,46,122,463,5,9,3,5,0,0,0,0,46
"2022-07-01","8",B02,36,36,83,313,8,15,2,4,0,0,0,0,36
"2022-07-01","8",B05,51,51,123,442,9,16,2,3,0,0,0,0,51
"2022-07-01","8",B06,78,78,188,676,13,23,6,11,0,0,0,0,78
"2022-07-01","8",B08,2,2,7,24,0,0,0,0,0,0,0,0,2
"2022-07-01","8",B09,8,8,10,39,1,2,0,0,0,0,0,0,8
"2022-07-01","9",B02,79,83,241,903,24,43,15,25,0,0,0,0,83
"2022-07-01","9",B06,120,122,274,984,26,48,9,17,0,0,0,0,122
"2022-07-01","9",B09,8,8,17,65,1,2,1,2,0,0,0,0,8
"2022-07-01","9",B10,51,51,94,352,25,44,1,2,0,0,0,0,51
"2022-08-01","1",B05,7,7,7,28,7,13,0,0,0,0,0,0,7
"2022-08-01","1",B07,125,125,344,1248,32,58,8,16,0,0,0,0,125
"2022-08-01","10",B02,11,11,11,45,2,4,0,0,0,0,0,0,11
"2022-08-01","10",B03,13,13,22,83,5,9,0,0,0,0,0,0,13
"2022-08-01","10",B09,14,14,49,179,9,14,3,5,0,0,0,0,14
"2022-08-01","10",B10,228,236,552,2012,78,139,17,28,0,0,0,4,236
"2022-08-01","11",B06,6,6,10,39,5,9,0,0,0,0,0,0,6
"2022-08-01","11",B09,86,86,197,745,45,83,7,13,0,0,0,0,86
"2022-08-01","2",B01,11,11,16,60,2,4,0,0,0,0,0,0,11
"2022-08-01","2",B02,21,21,37,141,1,2,0,0,0,0,0,0,21
"2022-08-01","2",B04,170,170,458,1633,33,56,7,14,0,0,0,0,170
"2022-08-01","2",B05,25,25,47,173,1,2,0,0,0,0,0,0,25
"2022-08-01","2",B07,23,23,60,215,7,13,1,2,0,0,0,0,23
"2022-08-01","3",B01,315,315,791,2970,39,70,16,30,0,0,0,0,315
"2022-08-01","3",B03,23,23,47,173,1,2,0,0,0,0,0,0,23
"2022-08-01","3",B04,93,93,220,809,12,23,2,4,0,0,0,0,93
"2022-08-01","4",B07,4,4,4,16,0,0,0,0,0,0,0,0,4
"2022-08-01","4",B08,103,103,233,848,29,53,5,10,0,0,0,0,103
"2022-08-01","5",B01,19,19,66,250,6,12,4,8,0,0,0,0,19
"2022-08-01","5",B02,171,172,394,1481,43,79,10,19,0,0,0,0,172
"2022-08-01","5",B03,89,89,289,1080,22,41,11,21,0,0,0,1,89
"2022-08-01","5",B04,57,57,191,695,16,30,9,18,0,0,0,0,57
"2022-08-01","5",B05,123,130,413,1496,44,81,16,26,0,1,0,3,130
"2022-08-01","6",B01,19,19,56,203,3,6,3,6,0,0,0,0,19
"2022-08-01","6",B02,148,148,326,1227,32,59,8,14,0,0,0,0,148
"2022-08-01","6",B03,318,319,821,2964,80,144,20,36,0,0,0,0,319
"2022-08-01","7",B05,12,12,29,105,3,6,1,2,0,0,0,0,12
"2022-08-01","7",B06,1,1,1,4,0,0,0,0,0,0,0,0,1
"2022-08-01","7",B07,6,6,13,47,0,0,0,0,0,0,0,0,6
"2022-08-01","7",B08,143,143,299,1108,24,45,3,6,0,0,0,0,143
"2022-08-01","7",B09,48,48,115,438,11,22,2,4,0,0,0,0,48
"2022-08-01","8",B02,32,32,66,254,11,20,1,2,0,0,0,0,32
"2022-08-01","8",B05,74,74,202,730,10,18,6,12,0,0,0,0,74
"2022-08-01","8",B06,77,77,215,773,21,37,8,15,0,0,0,0,77
"2022-08-01","8",B08,3,3,9,30,0,0,0,0,0,0,0,0,3
"2022-08-01","8",B09,5,5,16,58,2,4,1,2,0,0,0,0,5
"2022-08-01","9",B02,111,114,283,1050,29,58,18,27,0,0,0,0,114
"2022-08-01","9",B06,111,111,222,795,23,42,2,4,0,0,0,0,111
"2022-08-01","9",B09,5,5,10,37,3,5,0,0,0,0,0,0,5
"2022-08-01","9",B10,48,48,80,297,13,25,1,2,0,0,0,0,48
"2022-09-01","1",B05,8,8,23,79,0,0,0,0,0,0,0,0,8
"2022-09-01","1",B07,133,133,313,1122,41,76,4,8,0,0,0,0,133
"2022-09-01","10",B02,7,7,8,32,1,2,0,0,0,0,0,0,7
"2022-09-01","10",B03,18,18,34,127,7,13,0,0,0,0,0,0,18
"2022-09-01","10",B09,24,24,60,221,9,16,2,3,0,0,0,0,24
"2022-09-01","10",B10,223,225,485,1781,63,115,14,26,0,0,0,3,225
"2022-09-01","11",B06,2,2,2,8,2,4,0,0,0,0,0,0,2
"2022-09-01","11",B08,2,2,3,14,0,0,0,0,0,0,0,0,2
"2022-09-01","11",B09,96,96,214,820,42,75,8,16,0,0,0,0,96
"2022-09-01","2",B01,13,13,25,95,1,2,0,0,0,0,0,0,13
"2022-09-01","2",B02,21,21,55,202,6,11,2,4,0,0,0,0,21
"2022-09-01","2",B04,173,173,421,1497,30,57,5,10,0,0,0,0,173
"2022-09-01","2",B05,34,34,68,252,2,4,0,0,0,0,0,0,34
"2022-09-01","2",B07,11,11,26,92,1,2,0,0,0,0,0,0,11
"2022-09-01","3",B01,321,321,778,2945,43,75,10,18,0,0,0,0,321
"2022-09-01","3",B03,22,22,39,151,3,5,0,0,0,0,0,0,22
"2022-09-01","3",B04,65,65,166,616,12,24,5,10,0,0,0,0,65
"2022-09-01","4",B07,2,2,3,9,0,0,0,0,0,0,0,0,2
"2022-09-01","4",B08,103,103,215,781,22,40,3,6,0,0,0,0,103
"2022-09-01","5",B01,14,14,48,187,3,6,3,6,0,0,0,0,14
"2022-09-01","5",B02,187,187,431,1632,31,57,8,14,0,0,0,0,187
"2022-09-01","5",B03,81,82,250,957,17,32,10,17,0,0,0,0,82
"2022-09-01","5",B04,70,70,177,648,15,28,5,10,0,0,0,0,70
"2022-09-01","5",B05,107,107,240,898,20,38,5,10,0,0,0,0,107
"2022-09-01","6",B01,8,8,26,95,1,2,1,2,0,0,0,0,8
"2022-09-01","6",B02,136,136,309,1150,34,60,6,11,0,0,0,0,136
"2022-09-01","6",B03,324,324,831,2969,89,160,17,34,0,0,0,0,324
"2022-09-01","7",B05,9,9,23,79,0,0,0,0,0,0,0,0,9
"2022-09-01","7",B07,6,6,13,54,0,0,0,0,0,0,0,0,6
"2022-09-01","7",B08,110,110,262,936,29,49,1,2,0,0,0,0,110
"2022-09-01","7",B09,43,43,95,358,9,16,1,2,0,0,0,0,43
"2022-09-01","8",B02,38,38,87,328,13,26,5,10,0,0,0,0,38
"2022-09-01","8",B05,78,78,189,676,14,26,5,10,0,0,0,0,78
"2022-09-01","8",B06,102,102,240,865,21,37,6,12,0,0,0,0,102
"2022-09-01","8",B08,5,5,15,50,0,0,0,0,0,0,0,0,5
"2022-09-01","8",B09,1,1,3,11,0,0,0,0,0,0,0,0,1
"2022-09-01","9",B02,105,105,221,845,45,80,5,8,0,0,0,0,105
"2022-09-01","9",B06,97,97,224,810,22,43,8,16,0,0,0,0,97
"2022-09-01","9",B09,12,12,24,84,3,6,0,0,0,0,0,0,12
"2022-09-01","9",B10,45,45,82,307,18,35,3,6,0,0,0,0,45
"2022-10-01","1",B05,9,9,17,61,1,2,0,0,0,0,0,0,9
"2022-10-01","1",B07,139,139,323,1172,37,70,8,16,0,0,0,0,139
"2022-10-01","10",B02,5,5,11,38,1,2,0,0,0,0,0,0,5
"2022-10-01","10",B03,12,12,26,92,1,2,0,0,0,0,0,0,12
"2022-10-01","10",B09,24,24,61,223,8,14,1,2,0,0,0,0,24
"2022-10-01","10",B10,231,236,543,2007,79,146,19,33,0,0,0,1,236
"2022-10-01","11",B06,1,1,1,4,1,2,0,0,0,0,0,0,1
"2022-10-01","11",B08,2,2,2,8,1,2,0,0,0,0,0,0,2
"2022-10-01","11",B09,132,132,319,1204,62,111,14,27,0,0,0,0,132
"2022-10-01","2",B01,14,14,53,192,4,8,3,6,0,0,0,0,14
"2022-10-01","2",B02,24,24,64,239,3,6,2,4,0,0,0,0,24
"2022-10-01","2",B04,156,156,413,1472,35,63,11,22,0,0,0,0,156
"2022-10-01","2",B05,36,36,87,310,5,9,1,2,0,0,0,0,36
"2022-10-01","2",B07,24,24,74,257,2,3,1,2,0,0,0,0,24
"2022-10-01","3",B01,273,273,711,2643,49,85,11,21,0,0,0,0,273
"2022-10-01","3",B03,9,9,27,99,4,7,1,2,0,0,0,0,9
"2022-10-01","3",B04,83,83,219,810,17,33,7,13,0,0,0,0,83
"2022-10-01","4",B07,3,3,3,12,0,0,0,0,0,0,0,0,3
"2022-10-01","4",B08,102,103,238,867,36,66,7,13,0,0,0,0,103
"2022-10-01","5",B01,7,7,20,75,3,6,1,2,0,0,0,0,7
"2022-10-01","5",B02,200,202,531,2001,49,91,21,37,0,0,0,0,202
"2022-10-01","5",B03,102,103,319,1203,23,42,14,26,0,0,0,0,103
"2022-10-01","5",B04,77,80,185,683,7,13,7,10,0,0,0,0,80
"2022-10-01","5",B05,127,128,343,1231,27,53,10,18,0,0,0,0,128
"2022-10-01","6",B01,11,11,24,87,4,6,0,0,0,0,0,0,11
"2022-10-01","6",B02,153,153,373,1392,39,70,7,13,0,0,0,0,153
"2022-10-01","6",B03,296,297,759,2725,59,114,20,36,0,0,0,0,297
"2022-10-01","7",B05,10,10,30,100,0,0,0,0,0,0,0,0,10
"2022-10-01","7",B07,5,5,13,48,0,0,0,0,0,0,0,0,5
"2022-10-01","7",B08,144,144,356,1287,32,60,9,17,0,0,0,0,144
"2022-10-01","7",B09,47,47,132,488,10,19,5,10,0,0,0,0,47
"2022-10-01","8",B02,35,35,64,241,14,24,0,0,0,0,0,0,35
"2022-10-01","8",B05,64,64,154,548,14,25,2,4,0,0,0,0,64
"2022-10-01","8",B06,84,84,199,706,10,20,4,8,0,0,0,0,84
"2022-10-01","8",B08,2,2,6,20,0,0,0,0,0,0,0,0,2
"2022-10-01","8",B09,9,9,17,62,1,2,0,0,0,0,0,0,9
"2022-10-01","9",B02,132,132,307,1147,47,86,12,22,0,0,0,0,132
"2022-10-01","9",B06,110,110,231,840,33,58,4,7,0,0,0,0,110
"2022-10-01","9",B09,7,7,15,55,1,2,0,0,0,0,0,0,7
"2022-10-01","9",B10,55,55,87,335,15,29,3,5,0,0,0,0,55
"2022-11-01","1",B05,10,10,21,75,2,4,0,0,0,0,0,0,10
"2022-11-01","1",B07,137,137,325,1181,40,74,7,14,0,0,0,0,137
"2022-11-01","10",B02,7,7,13,46,2,4,0,0,0,0,0,0,7
"2022-11-01","10",B03,14,14,25,88,1,2,0,0,0,0,0,0,14
"2022-11-01","10",B09,26,26,62,229,2,4,1,2,0,0,0,0,26
"2022-11-01","10",B10,245,245,521,1900,59,105,10,18,0,0,0,0,245
"2022-11-01","11",B09,124,124,279,1061,49,88,12,21,0,0,0,0,124
"2022-11-01","2",B01,10,10,25,94,2,3,0,0,0,0,0,0,10
"2022-11-01","2",B02,20,20,32,129,0,0,0,0,0,0,0,0,20
"2022-11-01","2",B04,161,161,419,1499,35,62,8,14,0,0,0,0,161
"2022-11-01","2",B05,33,33,66,242,2,4,0,0,0,0,0,0,33
"2022-11-01","2",B07,11,11,22,82,2,4,0,0,0,0,0,0,11
"2022-11-01","3",B01,278,278,731,2733,53,99,11,21,0,0,0,0,278
"2022-11-01","3",B03,10,10,22,85,1,2,0,0,0,0,0,0,10
"2022-11-01","3",B04,94,94,214,812,18,36,4,8,0,0,0,0,94
"2022-11-01","4",B07,2,2,2,8,0,0,0,0,0,0,0,0,2
"2022-11-01","4",B08,101,102,230,844,27,49,6,11,0,0,0,1,102
"2022-11-01","5",B01,17,17,62,235,7,13,3,6,0,0,0,0,17
"2022-11-01","5",B02,236,236,549,2064,37,67,13,23,0,0,0,0,236
"2022-11-01","5",B03,76,76,233,879,9,17,6,14,0,0,0,0,76
"2022-11-01","5",B04,63,64,172,635,15,28,6,10,0,0,0,0,64
"2022-11-01","5",B05,104,104,225,842,25,45,5,8,0,0,0,0,104
"2022-11-01","6",B01,5,5,9,33,0,0,0,0,0,0,0,0,5
"2022-11-01","6",B02,193,193,435,1644,36,65,5,10,0,0,0,0,193
"2022-11-01","6",B03,274,275,692,2494,56,102,22,37,0,0,0,4,275
"2022-11-01","7",B05,11,11,29,101,5,9,1,2,0,0,0,0,11
"2022-11-01","7",B07,3,3,10,34,0,0,0,0,0,0,0,0,3
"2022-11-01","7",B08,133,133,314,1157,40,74,8,15,0,0,0,0,133
"2022-11-01","7",B09,33,33,74,280,6,12,1,2,0,0,0,0,33
"2022-11-01","8",B02,52,52,120,463,18,34,5,10,0,0,0,0,52
"2022-11-01","8",B05,58,58,145,518,9,18,3,6,0,0,0,0,58
"2022-11-01","8",B06,93,93,215,775,21,36,2,6,0,0,0,0,93
"2022-11-01","8",B08,1,1,1,4,2,4,0,0,0,0,0,0,1
"2022-11-01","8",B09,5,5,11,41,5,9,0,0,0,0,0,0,5
"2022-11-01","9",B02,141,142,324,1206,33,60,8,14,0,0,0,0,142
"2022-11-01","9",B06,106,106,225,814,25,48,5,9,0,0,0,0,106
"2022-11-01","9",B09,11,11,21,81,8,14,0,0,0,0,0,0,11
"2022-11-01","9",B10,39,39,78,291,22,40,3,5,0,0,0,0,39
"2022-12-01","1",B05,10,11,19,73,4,8,2,2,0,0,0,0,11
"2022-12-01","1",B07,212,212,505,1822,52,93,9,17,0,0,0,0,212
"2022-12-01","10",B02,7,7,9,35,1,2,0,0,0,0,0,0,7
"2022-12-01","10",B03,12,12,26,96,3,6,1,2,0,0,0,0,12
"2022-12-01","10",B09,38,39,98,365,13,23,2,3,0,0,0,0,39
"2022-12-01","10",B10,261,264,532,1978,59,106,13,21,0,0,0,0,264
"2022-12-01","11",B06,1,1,1,4,1,2,0,0,0,0,0,0,1
"2022-12-01","11",B08,2,2,2,8,1,2,0,0,0,0,0,0,2
"2022-12-01","11",B09,119,119,278,1060,58,104,9,17,0,0,0,0,119
"2022-12-01","2",B01,8,8,14,53,1,2,0,0,0,0,0,0,8
"2022-12-01","2",B02,21,21,32,128,2,4,0,0,0,0,0,0,21
"2022-12-01","2",B04,182,182,434,1556,31,57,6,11,0,0,0,0,182
"2022-12-01","2",B05,39,39,83,311,6,12,2,4,0,0,0,0,39
"2022-12-01","2",B07,31,31,88,307,5,8,1,2,0,0,0,0,31
"2022-12-01","3",B01,351,351,949,3535,50,91,18,36,0,0,0,0,351
"2022-12-01","3",B03,11,11,27,107,8,12,1,1,0,0,0,0,11
"2022-12-01","3",B04,88,88,219,792,13,23,4,8,0,0,0,0,88
"2022-12-01","4",B08,182,182,395,1407,42,78,9,16,0,0,0,3,182
"2022-12-01","5",B01,15,15,37,141,2,4,0,0,0,0,0,0,15
"2022-12-01","5",B02,259,259,605,2275,58,102,12,22,0,0,0,1,259
"2022-12-01","5",B03,80,80,209,795,8,15,5,9,0,0,0,0,80
"2022-12-01","5",B04,87,87,207,765,10,18,3,6,0,0,0,0,87
"2022-12-01","5",B05,127,127,293,1057,19,35,4,8,0,0,0,0,127
"2022-12-01","6",B01,12,12,34,122,1,2,1,2,0,0,0,0,12
"2022-12-01","6",B02,199,199,442,1661,31,57,5,10,0,0,0,0,199
"2022-12-01","6",B03,364,365,926,3316,69,126,17,30,0,0,0,0,365
"2022-12-01","6",B10,1,1,1,4,0,0,0,0,0,0,0,0,1
"2022-12-01","7",B05,13,13,40,137,1,2,1,2,0,0,0,0,13
"2022-12-01","7",B06,1,1,1,4,1,2,0,0,0,0,0,0,1
"2022-12-01","7",B07,4,4,11,41,2,4,0,0,0,0,0,0,4
"2022-12-01","7",B08,155,155,369,1337,30,54,8,15,0,0,0,0,155
"2022-12-01","7",B09,57,57,141,529,14,24,1,2,0,0,0,0,57
"2022-12-01","8",B02,44,44,91,343,4,8,1,2,0,0,0,0,44
"2022-12-01","8",B05,68,68,142,524,9,17,3,5,0,0,0,0,68
"2022-12-01","8",B06,129,132,323,1173,30,53,11,19,0,0,0,0,132
"2022-12-01","8",B08,5,5,8,30,0,0,0,0,0,0,0,0,5
"2022-12-01","8",B09,5,5,13,48,4,7,0,0,0,0,0,0,5
"2022-12-01","9",B02,149,149,347,1312,28,50,10,18,0,0,0,0,149
"2022-12-01","9",B06,148,148,293,1067,31,58,7,10,0,0,0,0,148
"2022-12-01","9",B09,12,12,18,67,7,14,0,0,0,0,0,0,12
"2022-12-01","9",B10,62,63,113,422,25,47,6,9,0,0,0,0,63
"2023-01-01","1",B02,1,1,3,11,0,0,0,0,0,0,0,0,1
"2023-01-01","1",B05,6,6,13,51,2,3,0,0,0,0,0,0,6
"2023-01-01","1",B07,167,167,384,1379,28,55,10,19,0,0,0,0,167
"2023-01-01","10",B02,4,4,6,22,1,2,0,0,0,0,0,0,4
"2023-01-01","10",B03,19,19,38,137,4,6,0,0,0,0,0,0,19
"2023-01-01","10",B09,23,23,55,211,8,14,3,5,0,0,0,0,23
"2023-01-01","10",B10,282,283,599,2208,81,146,20,33,0,0,0,0,283
"2023-01-01","11",B06,2,2,6,22,5,9,0,0,0,0,0,0,2
"2023-01-01","11",B09,163,163,321,1236,45,81,6,12,0,0,0,0,163
"2023-01-01","2",B01,12,12,28,110,4,7,0,0,0,0,0,0,12
"2023-01-01","2",B02,29,29,51,195,3,5,2,6,0,0,0,0,29
"2023-01-01","2",B04,196,196,470,1685,17,32,6,12,0,0,0,0,196
"2023-01-01","2",B05,30,30,68,246,5,9,1,2,0,0,0,0,30
"2023-01-01","2",B07,16,16,46,159,1,2,1,2,0,0,0,0,16
"2023-01-01","3",B01,343,343,886,3327,46,87,17,33,0,0,0,0,343
"2023-01-01","3",B03,27,27,80,296,4,6,1,2,0,0,0,0,27
"2023-01-01","3",B04,93,93,208,775,15,29,5,9,0,0,0,0,93
"2023-01-01","4",B08,191,191,328,1226,25,47,4,8,0,0,0,0,191
"2023-01-01","5",B01,16,16,40,155,3,5,1,2,0,0,0,0,16
"2023-01-01","5",B02,207,207,469,1774,36,67,14,26,0,0,0,0,207
"2023-01-01","5",B03,95,95,241,931,9,15,3,6,0,0,0,0,95
"2023-01-01","5",B04,96,96,201,757,9,17,3,6,0,0,0,0,96
"2023-01-01","5",B05,134,137,315,1146,19,36,6,9,0,0,0,2,137
"2023-01-01","6",B01,9,9,21,73,1,2,0,0,0,0,0,0,9
"2023-01-01","6",B02,177,179,412,1542,42,75,11,17,0,0,0,0,179
"2023-01-01","6",B03,306,308,780,2800,73,138,18,32,0,0,0,0,308
"2023-01-01","6",B10,1,1,1,4,0,0,0,0,0,0,0,0,1
"2023-01-01","7",B05,11,11,34,114,2,4,1,2,0,0,0,0,11
"2023-01-01","7",B06,1,1,1,4,1,2,0,0,0,0,0,0,1
"2023-01-01","7",B07,2,2,5,19,0,0,0,0,0,0,0,0,2
"2023-01-01","7",B08,159,159,345,1263,26,46,2,4,0,0,0,0,159
"2023-01-01","7",B09,48,48,110,421,7,13,4,7,0,0,0,0,48
"2023-01-01","8",B02,33,33,70,260,3,5,1,2,0,0,0,0,33
"2023-01-01","8",B05,63,63,135,495,5,10,2,4,0,0,0,0,63
"2023-01-01","8",B06,125,125,276,1009,23,43,4,8,0,0,0,0,125
"2023-01-01","8",B08,1,1,3,10,0,0,0,0,0,0,0,0,1
"2023-01-01","8",B09,1,1,1,4,1,2,0,0,0,0,0,0,1
"2023-01-01","9",B02,139,139,296,1104,33,63,6,11,0,0,0,0,139
"2023-01-01","9",B06,171,172,375,1365,21,39,8,14,0,0,0,0,172
"2023-01-01","9",B09,15,15,32,112,6,10,0,0,0,0,0,0,15
"2023-01-01","9",B10,55,55,89,335,13,25,0,0,0,0,0,0,55
"2023-02-01","1",B05,9,9,22,82,5,10,0,0,0,0,0,0,9
"2023-02-01","1",B07,120,121,284,1049,31,55,9,15,0,0,0,4,121
"2023-02-01","10",B02,7,7,10,40,4,8,0,0,0,0,0,0,7
"2023-02-01","10",B03,10,10,20,73,0,0,0,0,0,0,0,0,10
"2023-02-01","10",B09,22,22,65,234,7,11,2,4,0,0,0,0,22
"2023-02-01","10",B10,242,242,492,1810,59,113,11,21,0,0,0,0,242
"2023-02-01","11",B08,2,2,3,12,0,0,0,0,0,0,0,0,2
"2023-02-01","11",B09,122,125,241,935,39,69,6,10,0,0,0,0,125
"2023-02-01","2",B01,8,8,24,90,3,5,1,2,0,0,0,0,8
"2023-02-01","2",B02,21,21,56,209,4,8,4,8,0,0,0,0,21
"2023-02-01","2",B04,137,137,344,1242,23,44,4,8,0,0,0,0,137
"2023-02-01","2",B05,35,35,80,286,6,11,1,2,0,0,0,0,35
"2023-02-01","2",B07,19,19,51,175,1,2,1,2,0,0,0,0,19
"2023-02-01","3",B01,322,323,819,3069,45,79,17,28,0,0,0,0,323
